Job_Titles,Company_Names,Salary,Job_Location,Job_Link,Joblist_Date
Data Analyst,Innovations Group UAE,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/lead-data-analyst-at-hypersonix-inc-3729139710?refId=FkdzED6ak7b5WOlnbRXbUw%3D%3D&trackingId=35AWCEOl2W9AQE%2FhjVv0iw%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card,1 month ago
Lead Data Analyst,Hypersonix Inc.,None,India,https://in.linkedin.com/jobs/view/insights-assoc-analyst-at-pepsico-3755656903?refId=FkdzED6ak7b5WOlnbRXbUw%3D%3D&trackingId=9wo9V3y4k4qckG1kFDYkUA%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card,1 day ago
Insights Assoc Analyst,PepsiCo,None,"Peerancheru, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-concertai-3755792595?refId=FkdzED6ak7b5WOlnbRXbUw%3D%3D&trackingId=h%2F7Fg%2FWQAIF5oyyun%2F4kBg%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card,1 week ago
Data Analyst,ConcertAI,None,"Indi, Karnataka, India",https://in.linkedin.com/jobs/view/staff-product-analyst-at-freshworks-3736709178?refId=FkdzED6ak7b5WOlnbRXbUw%3D%3D&trackingId=sZkJFYqoDfGnJkd0DoBarg%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card,2 weeks ago
Staff Product Analyst,Freshworks,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/kreditbee-senior-data-analyst-sql-python-at-kreditbee-3714350090?refId=FkdzED6ak7b5WOlnbRXbUw%3D%3D&trackingId=VFTMDXbTzEh1AMAdsy8M1g%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card,2 months ago
KreditBee - Senior Data Analyst - SQL/Python,KreditBee,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-tableau-at-blink-health-3744142962?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=bb8XGLwdytN3Gg0lBI7hQQ%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card,2 months ago
Data Analyst (Tableau),Blink Health,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-acme-services-3734269256?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=7aY1oqJNSxvovBNoh9mDhw%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card,2 weeks ago
Data Analyst,Acme Services,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-data-analyst-at-anblicks-3737201552?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=dzTeOAHWP5yvJlJQX9Z1PQ%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card,3 months ago
Business Data Analyst,Anblicks,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/geoiq-data-analyst-python-sql-at-geoiq-3695410050?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=J2FYhGe%2FL22b4UeF3mScWA%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card,2 weeks ago
GeoIQ - Data Analyst - Python/SQL,GeoIQ,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sql-data-analysis-tableau-at-fusion-plus-solutions-inc-3732544602?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=PhKLNo%2BPP4hHPC0GxDAEzg%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card,1 month ago
"SQL, Data Analysis, Tableau",Fusion Plus Solutions Inc,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analytics-analyst-at-jpmorgan-chase-co-3748121471?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=mqCDSA6MpW98RCeugWiH%2BA%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card,2 days ago
Data Analytics-Analyst,JPMorgan Chase & Co.,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analytics-associate-at-imaging-endpoints-3742215307?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=DQoOclZWjks4YGqS%2BepmDQ%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card,1 day ago
Data Analytics Associate,Imaging Endpoints,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/lead-data-research-analyst-backfill-at-everstream-analytics-3690249238?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=crfKV8NljL9aSSwgNOmgOQ%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card,1 month ago
Lead Data Research Analyst - Backfill,Everstream Analytics,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/business-intelligence-analyst-1-at-amick-brown-sap-cloud-technologies-and-business-intelligence-staffing-consulting-3706343658?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=RMjipGbZ%2FYrxHfkd1sbN%2BA%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card,3 months ago
Business Intelligence Analyst 1,"Amick Brown - SAP, Cloud Technologies and Business Intelligence Staffing & Consulting",None,India,https://in.linkedin.com/jobs/view/sql-data-analysis-tableau-at-fusion-plus-solutions-inc-3701723169?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=8UVnkjN8EG6SLbcBlcDvlw%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card,2 weeks ago
"SQL, Data Analysis, Tableau",Fusion Plus Solutions Inc,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-3-6-year-experience-at-gojek-3669877111?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=8q64b213Znyn%2Fs3N3kXUaA%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card,4 months ago
Data Analyst (3-6 year experience),Gojek,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/bi-analyst-at-changeleaders-in-3677289117?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=eTQJnWhiy33OcNj%2Bwsoy2g%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card,3 weeks ago
BI Analyst,Changeleaders.in,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/lead-data-analyst-at-innovaccer-3740015749?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=nOCWn0BnjsEZegWYvVIV6w%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago
Lead Data Analyst,Innovaccer,None,"Uttar Pradesh, India",https://in.linkedin.com/jobs/view/senior-data-analyst-at-jar-3743855976?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=ypfeb6350STLr9%2Fu%2FWSubQ%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago
Senior Data Analyst,Jar,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/news-media-analytics-bangalore-gurgaon-at-exl-3750825624?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=FMnINUFFqo%2FoY%2Bw%2BxeGBdQ%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card,2 weeks ago
News & Media Analytics - Bangalore/ Gurgaon,EXL,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/interesting-job-opportunity-encora-inc-data-analyst-tableau-power-bi-at-encora-inc-3747584107?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=J6IqxA7AjvNGlj%2FREdj%2FXg%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card,3 months ago
Interesting Job Opportunity: Encora Inc - Data Analyst - Tableau/Power BI,Encora Inc.,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-tamcherry-zaportiv-3714442930?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=1e50yLKG%2FcwBl5nGl%2F9GIQ%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card,1 day ago
Data Analyst,Tamcherry - Zaportiv,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/product-data-analyst-at-maybank-3680721007?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=Gvl4B1EowK2LvstamUz2%2Bg%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card,2 months ago
Product Data Analyst,Maybank,None,"Karnataka, India",https://in.linkedin.com/jobs/view/sql-data-analysis-tableau-at-fusion-plus-solutions-inc-3739421817?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=rUul8JN%2Bfaz81aquhHFlvg%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card,3 weeks ago
"SQL,Data Analysis Tableau",Fusion Plus Solutions Inc,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/manager-digital-platforms-analytics-at-the-coca-cola-company-3706786959?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=LvSGj%2B6RJvq4xnJZ6hmBwA%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago
"Manager, Digital Platforms Analytics",The Coca-Cola Company,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-acme-services-3667481144?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=dj%2FQGd3Y4CooLkMdBmesTw%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago
Data Analyst,Acme Services,None,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/senior-business-intelligence-analyst-%E2%80%93-sales-at-solarwinds-3731002038?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=I2M8xAwedlgvy0jdZEt8TA%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago
Senior Business Intelligence Analyst – Sales,SolarWinds,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/executive-manager-digital-marketing-analytics-at-pepsico-3730272557?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=p1QnFMneNQZJ3Uv1hT%2Fw7w%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card,2 months ago
Executive Manager - Digital Marketing Analytics,PepsiCo,None,"Peerancheru, Telangana, India",https://in.linkedin.com/jobs/view/business-intelligence-general-manager-at-paytm-3740935057?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=Q5Ct7usDSLWhLQmOnT6Fcg%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card,1 week ago
Business Intelligence- General Manager,Paytm,None,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/bi-analytics-at-sbi-mutual-fund-3743397070?refId=UWNIbSrNmZxmvQkx3MLNZQ%3D%3D&trackingId=DXeY0X%2F6UddUdSy07hAYEA%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card,2 weeks ago
BI & Analytics,SBI MUTUAL FUND,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-cortex-consultants-llc-3679591843?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=S5vq%2Bi9x1Ty9HLhiada0Ig%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card,1 week ago
Data Analyst,Cortex Consultants LLC,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-analyst-at-t-n-business-services-3751722828?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=nCr9iqrt1TnEQdzm8ty%2F%2Bg%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card,2 weeks ago
Data Analyst,T&N Business Services,None,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/power-bi-data-analytics-data-scientist-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3702049518?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=JiV19TgeqblFtII1HLLGrg%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card,2 days ago
Power BI Data Analytics & Data Scientist,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/product-specialist-endo-surgery-at-meril-3729771524?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=VaJjzj5bOOEl7TtBsjLblQ%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card,2 months ago
Product Specialist - Endo Surgery,Meril,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/customer-engineering-data-analytics-google-cloud-at-google-3747428935?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=XT6CB0bCSSArWAe5QEOtpA%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card,3 weeks ago
"Customer Engineering, Data Analytics, Google Cloud",Google,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-researcher-team-lead-at-forbes-advisor-3715494210?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=dR13J5692eR4nWagPVtf8g%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card,1 month ago
Data Researcher - Team Lead,Forbes Advisor,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-urgent-need-at-idealmet-technologies-3743804319?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=oacn7eYZODK152qixBSdxA%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card,3 weeks ago
Data Analyst (Urgent Need),Idealmet Technologies,None,India,https://in.linkedin.com/jobs/view/data-analyst-at-cloudhire-3698268814?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=FeUn44nR7daRT7zA1stNuQ%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card,1 month ago
Data Analyst,CloudHire,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-sms-magic-3748592169?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=Vmp666cSI8KACboLeb%2BUeQ%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card,4 weeks ago
Data Analyst,SMS-Magic,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-representative-22-lpa-at-insidea-3756290920?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=JVrXJhm4L5yC%2FiG7OwDuRw%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card,3 weeks ago
Data Analyst Representative(22 LPA),INSIDEA,None,India,https://in.linkedin.com/jobs/view/business-data-analyst-at-franklin-templeton-india-3725941324?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=r3mXG5mC%2BkfWMZfkkNwOvg%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card,3 weeks ago
Business Data Analyst,Franklin Templeton India,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-immediate-hiring-at-idealmet-technologies-3742214695?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=Kuqhtb6rGNu9u8uKC9K3eA%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card,2 weeks ago
Data Analyst / Immediate Hiring,Idealmet Technologies,None,India,https://in.linkedin.com/jobs/view/data-analyst-pune-at-convegenius-3741759955?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=l8ZuTE6T5q04CPr%2B%2FbGC7w%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card,1 day ago
Data Analyst - Pune,ConveGenius,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/jasper-colin-head-analytics-at-jasper-colin-3753031087?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=Pv5KSv0znB6CZF%2FMocvJpw%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card,4 weeks ago
Jasper Colin - Head - Analytics,Jasper Colin,None,"Gautam Buddha Nagar, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-randstad-sourceright-3746390095?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=vB4MXMsHl29tzQ%2Bgb6pyFw%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card,5 days ago
Senior Business Intelligence Analyst,Randstad Sourceright,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/power-bi-data-analytics-data-scientist-jr-23011672-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3702055345?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=aA0nRTZo1PjSjx6tcjGUMw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card,1 month ago
Power BI Data Analytics & Data Scientist -JR 23011672,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-ii-at-zoominfo-3752451212?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=ufrJwU%2F6JrmxSeYH09NWbA%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card,1 month ago
Data Analyst II,ZoomInfo,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-analyst-at-cloudhire-3719406614?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=1L91eLCRuvdFvokZIt5H4Q%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card,2 weeks ago
Data Analyst,CloudHire,None,India,https://in.linkedin.com/jobs/view/data-analyst-at-appsforbharat-3730528838?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=N7rHH4ZFzNJ1P8jOrClOvw%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card,6 days ago
Data Analyst,AppsForBharat,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-analyst-at-anchanto-3709986737?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=ZyGWfAXkMQEjMz5UrBm5OQ%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card,2 months ago
Senior Data Analyst,Anchanto,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/analytics-lead-at-acme-services-3732281156?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=b93JRAo9CQSpnH8FM5fvGg%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card,3 weeks ago
Analytics Lead,Acme Services,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-ovidtech-technologies-3753061539?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=LE6vuDAqBkHmxQrf37DH4Q%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card,1 month ago
Data Analyst,Ovidtech Technologies,None,India,https://in.linkedin.com/jobs/view/associate-bi-analyst-at-neolytix-3736466542?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=u7Iy2XQTGv0CBIHst7x6iA%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card,3 days ago
Associate - BI Analyst,Neolytix,None,"Delhi Cantonment, Delhi, India",https://in.linkedin.com/jobs/view/business-intelligence-data-analyst-at-zerofox-3728381503?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=MZFdEsSs5sErDmwJ0pC6Bg%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card,1 day ago
Business Intelligence Data Analyst,ZeroFox,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analytics-analyst-at-jpmorgan-chase-co-3748123084?refId=O5gjwaQFq1HfI4CVz7ZBEQ%3D%3D&trackingId=X8bzeLzYRnV6xuOrFKqn%2FA%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card,1 week ago
Data Analytics-Analyst,JPMorgan Chase & Co.,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/power-bi-data-analytics-data-scientist-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3732894756?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=1bUbm4Y7qihmde42DOj5zw%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card,1 day ago
Power BI Data Analytics & Data Scientist,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-t-n-business-services-3749049206?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=cPiiL%2BAkk%2BUU9l3q0BBvew%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago
Data Analyst,T&N Business Services,None,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-geoiq-3732556157?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=WHzVNj89ZLa9vf%2FWs2Csvg%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card,1 day ago
Data Analyst,GeoIQ,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-tech-mahindra-3733063150?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=NZCX%2FcFtDsCnvc0qjOEluQ%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card,3 weeks ago
Data Analyst,Tech Mahindra,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-adf-at-virtusa-3741240691?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=aNVKrOO5nNNPNDUtjsOA4g%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago
Data Analyst (ADF),Virtusa,None,"Andhra Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-sql-python-at-hitya-global-3744906819?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=ZebjlMqfMRz4jCXLMY6tTw%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card,3 days ago
Data Analyst - SQL/Python,Hitya Global,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/director-of-analytics-at-clickup-3718287741?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=vKnrY5qczwUOfwxVWSz6PA%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card,3 weeks ago
Director of Analytics,ClickUp,None,India,https://in.linkedin.com/jobs/view/bi-analyst-at-insticator-3756305008?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=A09C5n9MYw4ZOvz6uv70Ug%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card,6 days ago
BI Analyst,Insticator,None,India,https://in.linkedin.com/jobs/view/sr-lead-data-analyst-at-airtel-digital-3752432501?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=65cpkr3qq3FkFPSeSv27rg%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card,2 weeks ago
Sr. Lead Data Analyst,Airtel Digital,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/business-data-analyst-modeling-profiling-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3687650496?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=BJKFei0EmATfgWO35yw0RA%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card,3 weeks ago
Business Data Analyst - Modeling & Profiling,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/business-intelligence-consultant-at-zellis-3735641519?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=4OeRyv9ng%2FUqfP1NW%2FmSlQ%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card,1 month ago
Business Intelligence Consultant,Zellis,None,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/data-analyst-at-bursys-3722416027?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=KXw%2BJItqhDjFY9rhMj8LJw%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card,6 days ago
Data Analyst,Bursys,None,"Chandigarh, Chandigarh, India",https://in.linkedin.com/jobs/view/open-secret-data-analyst-at-open-secret-3753024899?refId=7TqoOuC%2FJ3cUnf1f0hrkqg%3D%3D&trackingId=Shohd%2F3C9F0rXYDUu5pIRQ%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card,1 week ago
